countyfip,city,sex,age,language,poverty,diffrem,diffphys,diffmob,diffcare,diffeye,diffhear,vetstat,raceethn,diffany
0,not in identifiable city (or size group),female,70,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,22,english,302,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,69,english,326,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,49,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
5,not in identifiable city (or size group),female,40,english,440,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
21,not in identifiable city (or size group),female,48,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,18,english,278,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,25,arabic,249,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,35,french,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,40,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,62,english,357,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,54,english,145,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
23,not in identifiable city (or size group),female,74,english,361,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
13,not in identifiable city (or size group),female,66,polish,483,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,72,english,399,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,75,english,453,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,41,english,330,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,47,italian,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
23,not in identifiable city (or size group),female,16,english,177,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),female,58,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,46,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,59,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
3,not in identifiable city (or size group),female,50,english,232,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,17,english,360,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,61,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,49,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,21,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,67,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,56,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
21,not in identifiable city (or size group),female,73,english,464,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,50,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,58,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,59,english,500,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),female,65,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,40,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,32,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,56,french,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
27,not in identifiable city (or size group),female,53,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,37,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
3,not in identifiable city (or size group),female,48,english,460,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,50,english,242,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,33,portuguese,327,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
21,not in identifiable city (or size group),female,53,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,72,english,112,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
5,not in identifiable city (or size group),female,69,english,303,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
21,not in identifiable city (or size group),female,47,english,457,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,50,russian,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,80,english,353,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,41,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,64,english,89,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,58,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
21,not in identifiable city (or size group),female,39,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,75,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,66,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,27,english,259,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,66,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,62,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,72,polish,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,37,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,60,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,29,portuguese,345,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,63,russian,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,62,russian,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,42,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,46,english,41,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,57,english,347,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,43,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,57,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,61,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
3,not in identifiable city (or size group),female,63,english,444,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,68,english,196,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,33,english,259,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,73,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,71,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,64,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,45,english,164,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
27,not in identifiable city (or size group),female,66,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
27,not in identifiable city (or size group),female,19,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,23,spanish,491,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
27,not in identifiable city (or size group),female,43,english,374,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,58,english,1,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,58,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,80,english,254,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,31,english,497,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,40,english,202,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
5,not in identifiable city (or size group),female,72,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,69,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,74,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,15,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),female,77,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,65,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
27,not in identifiable city (or size group),female,65,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,62,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,51,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,73,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,53,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,45,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,31,english,333,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
5,not in identifiable city (or size group),female,50,english,416,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),female,41,english,32,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
3,not in identifiable city (or size group),female,79,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,18,english,172,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,47,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
3,not in identifiable city (or size group),female,57,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,30,portuguese,75,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
21,not in identifiable city (or size group),female,35,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,32,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,73,english,203,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,50,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,29,english,342,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,64,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,56,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,21,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,62,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,58,polish,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),female,59,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,61,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,16,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),female,24,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,42,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),female,50,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,44,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
21,not in identifiable city (or size group),female,25,english,495,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
23,not in identifiable city (or size group),female,31,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,50,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,17,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,24,english,312,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,56,english,1,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,52,english,195,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,86,english,135,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
5,not in identifiable city (or size group),female,34,english,500,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,59,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,44,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,37,english,281,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,67,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,26,english,190,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
13,not in identifiable city (or size group),female,52,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,25,english,91,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,62,english,254,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
21,not in identifiable city (or size group),female,62,english,490,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,63,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,65,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),female,70,french,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,20,english,232,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,19,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,43,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,37,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,25,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,53,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,63,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,54,english,491,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,41,english,499,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,74,english,335,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,36,english,491,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
27,not in identifiable city (or size group),female,28,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,24,english,339,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,18,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,54,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,36,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
3,not in identifiable city (or size group),female,35,english,132,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,38,rumanian,363,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,42,russian,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,41,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,67,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,49,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,84,english,405,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,37,arabic,211,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,18,english,462,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,70,english,478,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
21,not in identifiable city (or size group),female,51,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,56,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,55,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,53,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,26,english,350,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,44,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,53,english,41,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
3,not in identifiable city (or size group),female,64,english,315,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,18,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,52,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,88,english,324,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,62,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,59,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,22,english,311,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,32,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,29,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,33,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,62,english,310,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,46,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
5,not in identifiable city (or size group),female,54,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,30,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
3,not in identifiable city (or size group),female,57,english,342,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),female,52,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,60,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,38,english,422,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,40,english,86,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,24,english,342,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,44,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
21,not in identifiable city (or size group),female,37,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
